LOCATION,DAY,DATE,TIME_WIB,TDS_PPM,TEMP_RIVER_C,TEMP_AIR_C
Cupang_Ciawitali_R,Tue,2017-07-24,12:00,67,21,30
Cupang_Ciawitali_R,Tue,2017-07-24,14:00,66,25,32
Cupang_Ciawitali_R,Tue,2017-07-24,16:00,63,18,25
Cupang_Ciawitali_R,Wed,2017-07-25,10:00,61,19,21
Cupang_Ciawitali_R,Wed,2017-07-25,12:00,68,21,25
Cupang_Ciawitali_R,Wed,2017-07-25,14:00,67,23,32
Cupang_Ciawitali_R,Wed,2017-07-25,16:00,64,20,30
Cupang_Ciawitali_R,Thu,2017-07-26,10:00,61,15,21
Cupang_Ciawitali_R,Thu,2017-07-26,12:00,68,23,27
Cupang_Ciawitali_R,Thu,2017-07-26,14:00,68,20,29
Cupang_Ciawitali_R,Thu,2017-07-26,16:00,66,18,26
Cupang_Ciawitali_R,Fri,2017-07-27,10:00,70,16,27
Cupang_Ciawitali_R,Fri,2017-07-27,12:00,66,23,27
Cupang_Ciawitali_R,Fri,2017-07-27,14:00,69,24,28
Cupang_Ciawitali_R,Fri,2017-07-27,16:00,68,20,26
Cupang_Ciawitali_R,Sat,2017-07-28,10:00,65,16,26
Cupang_Ciawitali_R,Sat,2017-07-28,12:00,70,19,26
Cupang_Ciawitali_R,Sat,2017-07-28,14:00,68,24,33
Cupang_Ciawitali_R,Sat,2017-07-28,16:00,62,23,29
Cupang_Ciawitali_R,Sun,2017-07-29,10:00,60,19,23
Cupang_Ciawitali_R,Sun,2017-07-29,12:00,68,21,26
Cupang_Ciawitali_R,Sun,2017-07-29,14:00,69,22,29
Cupang_Ciawitali_R,Sun,2017-07-29,16:00,66,21,30
Cupang_Ciawitali_R,Mon,2017-08-06,10:00,67,20,23
Cupang_Ciawitali_R,Mon,2017-08-06,12:00,65,19,29
Cupang_Ciawitali_R,Mon,2017-08-06,14:00,70,23,33
Cupang_Ciawitali_R,Mon,2017-08-06,16:00,69,22,25
Cupang_Ciawitali_R,Tue,2017-08-07,10:00,64,19,27
Cupang_Ciawitali_R,Tue,2017-08-07,12:00,69,19,25
Cupang_Ciawitali_R,Tue,2017-08-07,14:00,67,22,30
Cupang_Ciawitali_R,Tue,2017-08-07,16:00,70,22,29
Cupang_Ciawitali_R,Wed,2017-08-08,10:00,61,17,25
Cupang_Ciawitali_R,Wed,2017-08-08,12:00,68,19,28
Cupang_Ciawitali_R,Wed,2017-08-08,14:00,64,22,33
Cupang_Ciawitali_R,Wed,2017-08-08,16:00,64,23,28
Cupang_Ciawitali_R,Thu,2017-08-09,10:00,70,16,23
Cupang_Ciawitali_R,Thu,2017-08-09,12:00,70,22,30
Cupang_Ciawitali_R,Thu,2017-08-09,14:00,61,22,34
Cupang_Ciawitali_R,Thu,2017-08-09,16:00,64,18,25
Cupang_Ciawitali_R,Fri,2017-08-10,10:00,64,19,21
Cupang_Ciawitali_R,Fri,2017-08-10,12:00,65,23,28
Cupang_Ciawitali_R,Fri,2017-08-10,14:00,61,21,31
Cupang_Ciawitali_R,Fri,2017-08-10,16:00,70,20,29
Cupang_Ciawitali_R,Sat,2017-08-11,10:00,62,20,20
Cupang_Ciawitali_R,Sat,2017-08-11,12:00,63,18,25
Cupang_Ciawitali_R,Sat,2017-08-11,14:00,68,22,28
Cupang_Ciawitali_R,Sat,2017-08-11,16:00,64,19,29
Cupang_Ciawitali_R,Sun,2017-08-12,10:00,68,17,21
Cupang_Ciawitali_R,Sun,2017-08-12,12:00,63,18,30
